ID,MTB,SMTB,TKBUNDESLA,X,Y
880,2441,Grabowhöfe,Mecklenburg-Vorpommern,12.58169359,53.54846806
881,2442,Waren (Müritz),Mecklenburg-Vorpommern,12.74833395,53.54846951
882,2443,Möllenhagen,Mecklenburg-Vorpommern,12.91497432,53.548471
883,2444,Penzlin,Mecklenburg-Vorpommern,13.0816147,53.54847254
884,2445,Neubrandenburg,Mecklenburg-Vorpommern,13.2482551,53.54847414
885,2446,Pragsdorf,Mecklenburg-Vorpommern,13.41489551,53.54847578
886,2447,Groß Miltzow,Mecklenburg-Vorpommern,13.58153593,53.54847748
887,2448,Strasburg (Uckermark),Mecklenburg-Vorpommern,13.74817637,53.54847924
888,2449,Pasewalk,Mecklenburg-Vorpommern,13.91481683,53.54848106
889,2450,Viereck,Mecklenburg-Vorpommern,14.08145731,53.54848294
890,2451,Rothenklempenow,Mecklenburg-Vorpommern,14.24809781,53.54848489
903,2508,Krummhörn,Niedersachsen,7.082565561,53.44845344
904,2509,Hinte,Niedersachsen,7.249205822,53.44845364
905,2510,Aurich,Niedersachsen,7.415846085,53.44845387
906,2511,Ostgroßefehn,Niedersachsen,7.582486349,53.44845414
907,2512,Wiesmoor,Niedersachsen,7.749126614,53.44845445
908,2513,Zetel,Niedersachsen,7.915766881,53.44845479
909,2514,Varel,Niedersachsen,8.082407149,53.44845517
910,2515,Jadebusen,Niedersachsen,8.24904742,53.44845559
911,2516,Nordenham,Niedersachsen,8.415687693,53.44845605
912,2517,Loxstedt,Bremen,8.582327968,53.44845654
913,2518,Beverstedt,Niedersachsen,8.748968246,53.44845707
914,2519,Freisdorf,Niedersachsen,8.915608527,53.44845763
915,2520,Bremervörde,Niedersachsen,9.082248811,53.44845824
916,2521,Kutenholz,Niedersachsen,9.248889099,53.44845888
917,2522,Bargstedt,Niedersachsen,9.41552939,53.44845955
918,2523,Harsefeld,Niedersachsen,9.582169685,53.44846027
919,2524,Buxtehude,Hamburg,9.748809985,53.44846101
920,2525,Harburg,Hamburg,9.915450288,53.4484618
921,2526,Allermöhe,Hamburg,10.0820906,53.44846262
922,2527,Bergedorf,Hamburg,10.24873091,53.44846348
923,2528,Geesthacht,Niedersachsen,10.41537123,53.44846438
924,2529,Büchen,Schleswig-Holstein,10.58201155,53.44846532
925,2530,Schwanheide,Schleswig-Holstein,10.74865188,53.44846629
926,2531,Camin,Mecklenburg-Vorpommern,10.91529221,53.44846729
927,2532,Körchow,Mecklenburg-Vorpommern,11.08193255,53.44846834
928,2533,Hagenow,Mecklenburg-Vorpommern,11.2485729,53.44846942
929,2534,Rustow,Mecklenburg-Vorpommern,11.41521325,53.44847054
930,2535,Wöbbelin,Mecklenburg-Vorpommern,11.58185361,53.4484717
931,2536,Spornitz,Mecklenburg-Vorpommern,11.74849398,53.4484729
932,2537,Parchim,Mecklenburg-Vorpommern,11.91513435,53.44847414
933,2538,Lübz,Mecklenburg-Vorpommern,12.08177474,53.44847542
934,2539,Plau am See,Mecklenburg-Vorpommern,12.24841513,53.44847674
935,2540,Malchow,Mecklenburg-Vorpommern,12.41505553,53.4484781
936,2541,Klink,Mecklenburg-Vorpommern,12.58169594,53.4484795
937,2542,Federow,Mecklenburg-Vorpommern,12.74833636,53.44848095
938,2543,Kratzeburg,Mecklenburg-Vorpommern,12.91497679,53.44848244
939,2544,Hohenzieritz,Mecklenburg-Vorpommern,13.08161724,53.44848398
940,2545,Burg Stargard,Mecklenburg-Vorpommern,13.24825769,53.44848557
941,2546,Ballin,Mecklenburg-Vorpommern,13.41489817,53.44848722
942,2547,Woldegk,Mecklenburg-Vorpommern,13.58153865,53.44848892
943,2548,Lemmersdorf,Mecklenburg-Vorpommern,13.74817916,53.44849067
944,2549,Trebenow,Mecklenburg-Vorpommern,13.91481968,53.44849249
945,2550,Brüssow,Mecklenburg-Vorpommern,14.08146022,53.44849437
946,2551,Löcknitz,Mecklenburg-Vorpommern,14.24810078,53.44849631
947,2552,Grambow,Mecklenburg-Vorpommern,14.41474137,53.44849834
959,2608,Emden West,Niedersachsen,7.082565861,53.34846491
960,2609,Emden,Niedersachsen,7.249206185,53.34846511
961,2610,Moormerland,Niedersachsen,7.415846509,53.34846534
962,2611,Hesel,Niedersachsen,7.582486835,53.34846561
963,2612,Uplengen,Niedersachsen,7.749127162,53.34846592
964,2613,Neuenburg,Niedersachsen,7.91576749,53.34846626
965,2614,Varel,Niedersachsen,8.082407821,53.34846664
966,2615,Jade,Niedersachsen,8.249048153,53.34846706
967,2616,Brake (Unterweser),Niedersachsen,8.415688488,53.34846752
968,2617,Hagen in Brem.,Niedersachsen,8.582328825,53.34846801
969,2618,Hambergen,Niedersachsen,8.748969165,53.34846854
970,2619,Vollersode,Niedersachsen,8.915609508,53.3484691
971,2620,Gnarrenburg,Niedersachsen,9.082249854,53.3484697
972,2621,Selsingen,Niedersachsen,9.248890203,53.34847034
973,2622,Heeslingen,Niedersachsen,9.415530556,53.34847102
974,2623,Heidenau,Niedersachsen,9.582170913,53.34847173
975,2624,Hollenstedt,Niedersachsen,9.748811274,53.34847248
976,2625,Buchholz i. d. Nordheide,Niedersachsen,9.915451639,53.34847326
977,2626,Stelle,Niedersachsen,10.08209201,53.34847409
978,2627,Winsen (Luhe),Hamburg,10.24873238,53.34847495
979,2628,Artlenburg,Niedersachsen,10.41537276,53.34847584
980,2629,Lauenburg,Niedersachsen,10.58201315,53.34847677
981,2630,Boizenburg,Niedersachsen,10.74865354,53.34847774
982,2631,Brahlstorf,Niedersachsen,10.91529393,53.34847875
983,2632,Lübtheen,Niedersachsen,11.08193434,53.3484798
984,2633,Redfin,Mecklenburg-Vorpommern,11.24857474,53.34848088
985,2634,Ludwigslust,Mecklenburg-Vorpommern,11.41521516,53.348482
986,2635,Neustadt-Glewe,Mecklenburg-Vorpommern,11.58185558,53.34848316
987,2636,Karrenzin,Mecklenburg-Vorpommern,11.74849601,53.34848435
988,2637,Marnitz,Mecklenburg-Vorpommern,11.91513645,53.34848559
989,2638,Stepenitz,Mecklenburg-Vorpommern,12.08177689,53.34848686
990,2639,Meyenburg,Mecklenburg-Vorpommern,12.24841734,53.34848818
991,2640,Fincken,Mecklenburg-Vorpommern,12.41505781,53.34848954
992,2641,Röbel / Müritz,Mecklenburg-Vorpommern,12.58169828,53.34849094
993,2642,Rechlin,Mecklenburg-Vorpommern,12.74833876,53.34849239
994,2643,Roggentin,Mecklenburg-Vorpommern,12.91497925,53.34849388
995,2644,Neustrelitz,Mecklenburg-Vorpommern,13.08161976,53.34849542
996,2645,Carpin,Mecklenburg-Vorpommern,13.24826028,53.34849701
997,2646,Feldberg,Mecklenburg-Vorpommern,13.41490081,53.34849865
998,2647,Fürstenwerder,Mecklenburg-Vorpommern,13.58154136,53.34850035
999,2648,Dedelow,Brandenburg,13.74818192,53.3485021
1000,2649,Prenzlau,Brandenburg,13.9148225,53.34850392
1001,2650,Carmzow,Mecklenburg-Vorpommern,14.08146311,53.34850579
1002,2651,Storkow,Mecklenburg-Vorpommern,14.24810373,53.34850774
1003,2652,Nadrensee,Mecklenburg-Vorpommern,14.41474438,53.34850976
1016,2709,Dollart,Niedersachsen,7.249206545,53.24847658
1017,2710,Leer (Ostfriesland),Niedersachsen,7.415846931,53.24847681
1018,2711,Nortmoor,Niedersachsen,7.582487318,53.24847708
1019,2712,Apen,Niedersachsen,7.749127707,53.24847739
1020,2713,Westerstede,Niedersachsen,7.915768097,53.24847773
1021,2714,Wiefelstede,Niedersachsen,8.082408489,53.24847811
1022,2715,Rastede,Niedersachsen,8.249048882,53.24847853
1023,2716,Elsfleth,Bremen,8.415689279,53.24847898
1024,2717,Schwanewede,Bremen,8.582329677,53.24847947
1025,2718,Osterholz-Scharmbeck,Niedersachsen,8.748970078,53.24848
1026,2719,Worpswede,Niedersachsen,8.915610483,53.24848057
1027,2720,Tarmstedt,Niedersachsen,9.08225089,53.24848117
1028,2721,Zeven,Niedersachsen,9.248891301,53.24848181
1029,2722,Elsdorf,Niedersachsen,9.415531716,53.24848248
1030,2723,Sittensen,Niedersachsen,9.582172134,53.24848319
1031,2724,Tostedt,Niedersachsen,9.748812556,53.24848394
1032,2725,Handeloh,Niedersachsen,9.915452983,53.24848473
1033,2726,Hanstedt,Niedersachsen,10.08209341,53.24848555
1034,2727,Salzhausen,Niedersachsen,10.24873385,53.24848641
1035,2728,Lüneburg,Niedersachsen,10.41537429,53.2484873
1036,2729,Scharnebeck,Niedersachsen,10.58201474,53.24848823
1037,2730,Bleckede,Niedersachsen,10.74865519,53.2484892
1038,2731,Neuhaus (Elbe),Niedersachsen,10.91529565,53.24849021
1039,2732,Jessenitz,Niedersachsen,11.08193611,53.24849125
1040,2733,Tewswoos,Mecklenburg-Vorpommern,11.24857658,53.24849233
1041,2734,Eldena,Mecklenburg-Vorpommern,11.41521705,53.24849345
1042,2735,Grabow,Mecklenburg-Vorpommern,11.58185754,53.24849461
1043,2736,Dallmin,Mecklenburg-Vorpommern,11.74849803,53.2484958
1044,2737,Berge,Mecklenburg-Vorpommern,11.91513852,53.24849704
1045,2738,Putlitz,Mecklenburg-Vorpommern,12.08177903,53.24849831
1046,2739,Gerdshagen,Brandenburg,12.24841954,53.24849963
1047,2740,Freyenstein,Mecklenburg-Vorpommern,12.41506007,53.24850099
1048,2741,Wredenhagen,Mecklenburg-Vorpommern,12.5817006,53.24850239
1049,2742,Mirow,Mecklenburg-Vorpommern,12.74834114,53.24850383
1050,2743,Wesenberg,Mecklenburg-Vorpommern,12.9149817,53.24850532
1051,2744,Wesenberg-Ahrensberg,Mecklenburg-Vorpommern,13.08162227,53.24850686
1052,2745,Lychen,Mecklenburg-Vorpommern,13.24826285,53.24850845
1053,2746,Beenz,Mecklenburg-Vorpommern,13.41490344,53.24851009
1054,2747,Boitzenburg,Brandenburg,13.58154405,53.24851178
1055,2748,Haßleben,Brandenburg,13.74818467,53.24851353
1056,2749,Potzlow,Brandenburg,13.91482532,53.24851535
1057,2750,Gramzow,Mecklenburg-Vorpommern,14.08146598,53.24851722
1058,2751,Penkun,Mecklenburg-Vorpommern,14.24810667,53.24851917
1059,2752,Gartz (Oder),Brandenburg,14.41474738,53.24852118
1072,2809,Bunde,Niedersachsen,7.249206904,53.14848804
1073,2810,Weener,Niedersachsen,7.415847351,53.14848828
1074,2811,Rhauderfehn,Niedersachsen,7.582487799,53.14848855
1075,2812,Barßel,Niedersachsen,7.749128249,53.14848886
1076,2813,Edewecht,Niedersachsen,7.9157687,53.1484892
1077,2814,Bad Zwischenahn,Niedersachsen,8.082409153,53.14848958
1078,2815,Oldenburg,Niedersachsen,8.249049608,53.14849
1079,2816,Hude (Oldenburg),Niedersachsen,8.415690065,53.14849045
1080,2817,Vegesack,Bremen,8.582330525,53.14849094
1081,2818,Bremen (Nord),Bremen,8.748970987,53.14849147
1082,2819,Lilienthal,Bremen,8.915611452,53.14849203
1083,2820,Ottersberg,Niedersachsen,9.082251921,53.14849263
1084,2821,Sottrum,Niedersachsen,9.248892393,53.14849327
1085,2822,Rotenburg (Wümme),Niedersachsen,9.415532868,53.14849395
1086,2823,Vahle,Niedersachsen,9.582173348,53.14849466
1087,2824,Schneverdingen,Niedersachsen,9.748813831,53.1484954
1088,2825,Behringen,Niedersachsen,9.915454319,53.14849619
1089,2826,Egestorf,Niedersachsen,10.08209481,53.14849701
1090,2827,Amelingenhausen,Niedersachsen,10.24873531,53.14849787
1091,2828,Bienenbüttel,Niedersachsen,10.41537581,53.14849876
1092,2829,Altenmedingen,Niedersachsen,10.58201632,53.14849969
1093,2830,Dahlenburg,Niedersachsen,10.74865683,53.14850066
1094,2831,Göhrde,Niedersachsen,10.91529735,53.14850166
1095,2832,Dannenberg (Elbe) Nord,Niedersachsen,11.08193787,53.14850271
1096,2833,Dömitz,Niedersachsen,11.2485784,53.14850379
1097,2834,Gorlosen,Mecklenburg-Vorpommern,11.41521894,53.1485049
1098,2835,Boberow,Mecklenburg-Vorpommern,11.58185948,53.14850606
1099,2836,Karstädt,Brandenburg,11.74850003,53.14850725
1100,2837,Baek,Brandenburg,11.91514059,53.14850849
1101,2838,Wolfshagen,Brandenburg,12.08178116,53.14850976
1102,2839,Pritzwalk,Brandenburg,12.24842173,53.14851107
1103,2840,Wittstock/Dosse,Brandenburg,12.41506232,53.14851243
1104,2841,Dossow,Brandenburg,12.58170291,53.14851383
1105,2842,Flecken Zechlin,Mecklenburg-Vorpommern,12.74834352,53.14851527
1106,2843,Rheinsberg,Mecklenburg-Vorpommern,12.91498413,53.14851676
1107,2844,Fürstenberg/Havel,Mecklenburg-Vorpommern,13.08162476,53.1485183
1108,2845,Bredereiche,Brandenburg,13.2482654,53.14851988
1109,2846,Gandenitz,Brandenburg,13.41490605,53.14852152
1110,2847,Templin,Brandenburg,13.58154672,53.14852322
1111,2848,Gerswalde,Brandenburg,13.74818741,53.14852497
1112,2849,Warnitz,Brandenburg,13.91482811,53.14852678
1113,2850,Passow,Brandenburg,14.08146884,53.14852865
1114,2851,Groß Pinnow,Brandenburg,14.24810958,53.14853059
1115,2852,Gatow,Brandenburg,14.41475035,53.14853261
1128,2909,Rhede (Ems),Niedersachsen,7.249207261,53.04849951
1129,2910,Papenburg,Niedersachsen,7.415847769,53.04849975
1130,2911,Burlage,Niedersachsen,7.582488278,53.04850002
1131,2912,Scharrel,Niedersachsen,7.749128788,53.04850032
1132,2913,Friesoythe,Niedersachsen,7.9157693,53.04850067
1133,2914,Littel,Niedersachsen,8.082409813,53.04850105
1134,2915,Wardenburg,Niedersachsen,8.249050329,53.04850146
1135,2916,Hatten,Niedersachsen,8.415690847,53.04850192
1136,2917,Delmenhorst,Bremen,8.582331367,53.04850241
1137,2918,Bremen,Bremen,8.748971891,53.04850294
1138,2919,Bremen (Ost),Bremen,8.915612417,53.0485035
1139,2920,Achim,Bremen,9.082252946,53.0485041
1140,2921,Ahausen,Niedersachsen,9.248893478,53.04850474
1141,2922,Kirchwalsede,Niedersachsen,9.415534015,53.04850541
1142,2923,Bothel,Niedersachsen,9.582174555,53.04850612
1143,2924,Neuenkirchen,Niedersachsen,9.748815099,53.04850687
1144,2925,Bispingen,Niedersachsen,9.915455647,53.04850765
1145,2926,Munster Nord,Niedersachsen,10.0820962,53.04850847
1146,2927,Wriedel,Niedersachsen,10.24873676,53.04850933
1147,2928,Ebstorf,Niedersachsen,10.41537732,53.04851022
1148,2929,Bad Bevensen,Niedersachsen,10.58201789,53.04851115
1149,2930,Himbergen,Niedersachsen,10.74865846,53.04851212
1150,2931,Zernien,Niedersachsen,10.91529904,53.04851312
1151,2932,Dannenberg (Elbe) Süd,Niedersachsen,11.08193962,53.04851416
1152,2933,Gusborn,Niedersachsen,11.24858021,53.04851524
1153,2934,Lenzen,Niedersachsen,11.41522081,53.04851636
1154,2935,Schnackenburg,Niedersachsen,11.58186142,53.04851751
1155,2936,Wittenberge Nord,Brandenburg,11.74850203,53.0485187
1156,2937,Perleberg,Brandenburg,11.91514265,53.04851993
1157,2938,Lindenberg,Brandenburg,12.08178327,53.04852121
1158,2939,Vehlow,Brandenburg,12.24842391,53.04852252
1159,2940,Blumenthal,Brandenburg,12.41506455,53.04852387
1160,2941,Rägelin,Brandenburg,12.58170521,53.04852527
1161,2942,Neuruppin-Gühlen-Glienicke,Brandenburg,12.74834587,53.04852671
1162,2943,Rheinsberg Süd,Brandenburg,12.91498655,53.0485282
1163,2944,Gränsee,Brandenburg,13.08162724,53.04852974
1164,2945,Mildenberg,Brandenburg,13.24826794,53.04853132
1165,2946,Hammelspring,Brandenburg,13.41490865,53.04853296
1166,2947,Vietmannsdorf,Brandenburg,13.58154938,53.04853465
1167,2948,Friedrichswalde,Brandenburg,13.74819013,53.0485364
1168,2949,Greiffenberg,Brandenburg,13.91483089,53.0485382
1169,2950,Angermünde,Brandenburg,14.08147167,53.04854008
1170,2951,Schwedt/Oder,Brandenburg,14.24811248,53.04854202
1171,2952,Gatow,Brandenburg,14.41475331,53.04854403
1184,3009,Dörpen,Niedersachsen,7.249207616,52.94851098
1185,3010,Wippingen,Niedersachsen,7.415848184,52.94851121
1186,3011,Esterwegen,Niedersachsen,7.582488754,52.94851148
1187,3012,Rastdorf,Niedersachsen,7.749129324,52.94851179
1188,3013,Markhausen,Niedersachsen,7.915769896,52.94851213
1189,3014,Garrel,Niedersachsen,8.082410471,52.94851251
1190,3015,Großenkneten,Niedersachsen,8.249051047,52.94851293
1191,3016,Wildeshausen (Nord),Niedersachsen,8.415691625,52.94851338
1192,3017,Harpstedt,Niedersachsen,8.582332206,52.94851387
1193,3018,Syke,Niedersachsen,8.748972789,52.9485144
1194,3019,Weyhe,Niedersachsen,8.915613375,52.94851496
1195,3020,Thedinghausen,Niedersachsen,9.082253965,52.94851556
1196,3021,Verden (Aller),Niedersachsen,9.248894558,52.9485162
1197,3022,Bendingbostel,Niedersachsen,9.415535154,52.94851687
1198,3023,Visselhövede,Niedersachsen,9.582175755,52.94851758
1199,3024,Dorfmark,Niedersachsen,9.748816359,52.94851833
1200,3025,Soltau,Niedersachsen,9.915456967,52.94851911
1201,3026,Munster,Niedersachsen,10.08209758,52.94851993
1202,3027,Faßberg,Niedersachsen,10.2487382,52.94852079
1203,3028,Gerdau,Niedersachsen,10.41537882,52.94852168
1204,3029,Uelzen,Niedersachsen,10.58201945,52.94852261
1205,3030,Rosche,Niedersachsen,10.74866008,52.94852357
1206,3031,Clenze,Niedersachsen,10.91530072,52.94852458
1207,3032,Lüchow,Niedersachsen,11.08194137,52.94852561
1208,3033,Woltersdorf,Niedersachsen,11.24858202,52.94852669
1209,3034,Prezelle,Niedersachsen,11.41522267,52.94852781
1210,3035,Groß Garz,Niedersachsen,11.58186334,52.94852896
1211,3036,Wittenberge,Brandenburg,11.74850401,52.94853015
1212,3037,Bad Wilsnack,Brandenburg,11.91514469,52.94853138
1213,3038,Glöwen,Brandenburg,12.08178538,52.94853265
1214,3039,Demerthin,Brandenburg,12.24842607,52.94853396
1215,3040,Kyritz,Brandenburg,12.41506678,52.94853532
1216,3041,Lögow,Brandenburg,12.58170749,52.94853671
1217,3042,Neuruppin,Brandenburg,12.74834822,52.94853815
1218,3043,Lindow (Mark),Brandenburg,12.91498895,52.94853964
1219,3044,Großmutz,Brandenburg,13.0816297,52.94854117
1220,3045,Klein-Mutz,Brandenburg,13.24827046,52.94854276
1221,3046,Zehdenick,Brandenburg,13.41491123,52.94854439
1222,3047,Groß Schönebeck,Brandenburg,13.58155202,52.94854608
1223,3048,Joachimsthal,Brandenburg,13.74819283,52.94854783
1224,3049,Chorin,Brandenburg,13.91483365,52.94854963
1225,3050,Lunow,Brandenburg,14.0814745,52.9485515
1226,3051,Czachow,Brandenburg,14.24811536,52.94855344
1239,3108,Rütenbrock,Niedersachsen,7.082567342,52.84852225
1240,3109,Lathen,Niedersachsen,7.24920797,52.84852245
1241,3110,Wahn,Niedersachsen,7.415848598,52.84852268
1242,3111,Sögel,Niedersachsen,7.582489227,52.84852295
1243,3112,Werlte,Niedersachsen,7.749129858,52.84852326
1244,3113,Molbergen,Niedersachsen,7.91577049,52.8485236
1245,3114,Cloppenburg,Niedersachsen,8.082411124,52.84852398
1246,3115,Visbek,Niedersachsen,8.24905176,52.8485244
1247,3116,Wildeshausen,Niedersachsen,8.415692398,52.84852485
1248,3117,Twistringen,Niedersachsen,8.582333039,52.84852534
1249,3118,Bassum,Niedersachsen,8.748973683,52.84852587
1250,3119,Vilsen,Niedersachsen,8.915614329,52.84852643
1251,3120,Hoya,Niedersachsen,9.082254978,52.84852703
1252,3121,Dörverden,Niedersachsen,9.248895631,52.84852766
1253,3122,Häuslingen,Niedersachsen,9.415536288,52.84852834
1254,3123,Walsrode,Niedersachsen,9.582176948,52.84852904
1255,3124,Fallingborstel,Niedersachsen,9.748817612,52.84852979
1256,3125,Bergen,Niedersachsen,9.915458281,52.84853057
1257,3126,Hermannsburg,Niedersachsen,10.08209895,52.84853139
1258,3127,Unterlüß,Niedersachsen,10.24873963,52.84853224
1259,3128,Suderburg,Niedersachsen,10.41538031,52.84853314
1260,3129,Wieren,Niedersachsen,10.582021,52.84853406
1261,3130,Bodenteich,Niedersachsen,10.74866169,52.84853503
1262,3131,Bergen (Dumme),Niedersachsen,10.91530239,52.84853603
1263,3132,Salzwedel,Niedersachsen,11.0819431,52.84853707
1264,3133,Pretzier,Niedersachsen,11.24858381,52.84853815
1265,3134,Arendsee (Altmark),Niedersachsen,11.41522453,52.84853926
1266,3135,Leppin,Sachsen-Anhalt,11.58186525,52.84854041
1267,3136,Seehausen (Altmark),Sachsen-Anhalt,11.74850598,52.8485416
1268,3137,Werben,Brandenburg,11.91514672,52.84854283
1269,3138,Havelberg,Brandenburg,12.08178747,52.8485441
1270,3139,Breddin,Brandenburg,12.24842822,52.84854541
1271,3140,Neustadt (Dosse),Brandenburg,12.41506899,52.84854676
1272,3141,Wildberg,Brandenburg,12.58170976,52.84854816
1273,3142,Fehrbellin,Brandenburg,12.74835055,52.84854959
1274,3143,Wustrau-Altfriesack,Brandenburg,12.91499134,52.84855108
1275,3144,Löwenberg,Brandenburg,13.08163215,52.84855261
1276,3145,Nassenheide,Brandenburg,13.24827297,52.84855419
1277,3146,Liebenwalde,Brandenburg,13.4149138,52.84855582
1278,3147,Zerpenschleuse,Brandenburg,13.58155465,52.84855751
1279,3148,Eberswalde,Brandenburg,13.74819552,52.84855926
1280,3149,Falkenberg/Mark,Brandenburg,13.9148364,52.84856106
1281,3150,Oderberg,Brandenburg,14.0814773,52.84856293
1282,3151,Cedynia,Brandenburg,14.24811823,52.84856487
1295,3208,Hebelermeer,Niedersachsen,7.082567634,52.74853372
1296,3209,Haren,Niedersachsen,7.249208321,52.74853392
1297,3210,Klein Berßen,Niedersachsen,7.415849009,52.74853415
1298,3211,Lähden,Niedersachsen,7.582489698,52.74853442
1299,3212,Löningen,Niedersachsen,7.749130389,52.74853473
1300,3213,Essen (Oldenburg),Niedersachsen,7.91577108,52.74853507
1301,3214,Vestrup,Niedersachsen,8.082411774,52.74853545
1302,3215,Vechta,Niedersachsen,8.24905247,52.74853586
1303,3216,Goldenstedt,Niedersachsen,8.415693168,52.74853632
1304,3217,Barnstorf,Niedersachsen,8.582333868,52.74853681
1305,3218,Schwaförden,Niedersachsen,8.748974571,52.74853733
1306,3219,Affinghausen,Niedersachsen,8.915615277,52.74853789
1307,3220,Bücken,Niedersachsen,9.082255986,52.74853849
1308,3221,Eystrup,Niedersachsen,9.248896699,52.74853913
1309,3222,Rethem (Aller),Niedersachsen,9.415537415,52.7485398
1310,3223,Hodenhagen,Niedersachsen,9.582178135,52.74854051
1311,3224,Westenholz,Niedersachsen,9.748818858,52.74854125
1312,3225,Offen,Niedersachsen,9.915459587,52.74854203
1313,3226,Sülze,Niedersachsen,10.08210032,52.74854285
1314,3227,Eschede,Niedersachsen,10.24874106,52.7485437
1315,3228,Sparkensehl,Niedersachsen,10.4153818,52.74854459
1316,3229,Hankensbüttel,Niedersachsen,10.58202255,52.74854552
1317,3230,Wittingen,Niedersachsen,10.7486633,52.74854648
1318,3231,Diesdorf,Niedersachsen,10.91530406,52.74854748
1319,3232,Beetzendorf,Sachsen-Anhalt,11.08194482,52.74854852
1320,3233,Flecken Apenburg,Sachsen-Anhalt,11.24858559,52.7485496
1321,3234,Fleetmark,Sachsen-Anhalt,11.41522637,52.74855071
1322,3235,Meßdorf,Sachsen-Anhalt,11.58186715,52.74855186
1323,3236,Osterburg (Altmark),Sachsen-Anhalt,11.74850794,52.74855305
1324,3237,Goldbeck,Sachsen-Anhalt,11.91514874,52.74855428
1325,3238,Sandau,Sachsen-Anhalt,12.08178955,52.74855555
1326,3239,Warnau,Brandenburg,12.24843036,52.74855685
1327,3240,Rhinow,Brandenburg,12.41507119,52.7485582
1328,3241,Friesack,Brandenburg,12.58171202,52.7485596
1329,3242,Königshorst,Brandenburg,12.74835286,52.74856103
1330,3243,Linum,Brandenburg,12.91499372,52.74856252
1331,3244,Kremmen,Brandenburg,13.08163458,52.74856405
1332,3245,Oranienburg,Brandenburg,13.24827546,52.74856563
1333,3246,Wandlitz,Brandenburg,13.41491635,52.74856726
1334,3247,Biesenthal,Brandenburg,13.58155726,52.74856894
1335,3248,Malchow,Brandenburg,13.74819819,52.74857068
1336,3249,Heckelberg,Brandenburg,13.91483913,52.74857249
1337,3250,Bad Freienwalde,Brandenburg,14.08148009,52.74857435
1338,3251,Neulewin,Brandenburg,14.24812108,52.74857629
1339,3252,Ortwig,Brandenburg,14.41476209,52.7485783
1349,3306,Laar,Niedersachsen,6.749286433,52.64854491
1350,3307,Emlichheim,Niedersachsen,6.915927179,52.64854503
1351,3308,Twist,Niedersachsen,7.082567925,52.64854519
1352,3309,Meppen,Niedersachsen,7.249208671,52.64854538
1353,3310,Haselünne,Niedersachsen,7.415849418,52.64854562
1354,3311,Herzlake,Niedersachsen,7.582490167,52.64854589
1355,3312,Berge,Niedersachsen,7.749130916,52.64854619
1356,3313,Quakenbrück,Niedersachsen,7.915771668,52.64854654
1357,3314,Dinklage,Niedersachsen,8.082412421,52.64854691
1358,3315,Lohne (Oldenburg),Niedersachsen,8.249053176,52.64854733
1359,3316,Diepholz,Niedersachsen,8.415693933,52.64854778
1360,3317,Barver,Niedersachsen,8.582334693,52.64854827
1361,3318,Sulingen,Niedersachsen,8.748975455,52.6485488
1362,3319,Siedenburg,Niedersachsen,8.91561622,52.64854936
1363,3320,Liebenau,Niedersachsen,9.082256989,52.64854996
1364,3321,Nienburg (Weser),Niedersachsen,9.24889776,52.64855059
1365,3322,Steimbke,Niedersachsen,9.415538536,52.64855126
1366,3323,Schwarmstedt,Niedersachsen,9.582179315,52.64855197
1367,3324,Lindwedel,Niedersachsen,9.748820098,52.64855271
1368,3325,Winsen (Aller),Niedersachsen,9.915460885,52.64855349
1369,3326,Celle,Niedersachsen,10.08210168,52.64855431
1370,3327,Lachendorf,Niedersachsen,10.24874247,52.64855516
1371,3328,Groß Oesingen,Niedersachsen,10.41538327,52.64855605
1372,3329,Wahrenholz,Niedersachsen,10.58202408,52.64855698
1373,3330,Knesebeck,Niedersachsen,10.74866489,52.64855794
1374,3331,Brome,Niedersachsen,10.91530571,52.64855894
1375,3332,Klötze West,Sachsen-Anhalt,11.08194653,52.64855998
1376,3333,Klötze Ost,Sachsen-Anhalt,11.24858736,52.64856105
1377,3334,Kalbe (Milde),Sachsen-Anhalt,11.4152282,52.64856216
1378,3335,Bismark (Altmark),Sachsen-Anhalt,11.58186904,52.64856331
1379,3336,Groß Schwechten,Sachsen-Anhalt,11.74850989,52.6485645
1380,3337,Stendal,Sachsen-Anhalt,11.91515075,52.64856572
1381,3338,Arneburg,Brandenburg,12.08179161,52.64856699
1382,3339,Schollene,Brandenburg,12.24843249,52.6485683
1383,3340,Rathenow,Brandenburg,12.41507337,52.64856965
1384,3341,Nennhausen,Brandenburg,12.58171426,52.64857104
1385,3342,Paulinenaue,Brandenburg,12.74835517,52.64857247
1386,3343,Nauen,Brandenburg,12.91499608,52.64857395
1387,3344,Bötzow,Berlin,13.081637,52.64857548
1388,3345,Hennigsdorf,Berlin,13.24827794,52.64857706
1389,3346,Berlin-Buchholz,Berlin,13.41491889,52.64857869
1390,3347,Bernau,Berlin,13.58155986,52.64858037
1391,3348,Werneuchen,Brandenburg,13.74820084,52.64858211
1392,3349,Prötzel,Brandenburg,13.91484185,52.64858391
1393,3350,Reichenow,Brandenburg,14.08148287,52.64858578
1394,3351,Neutrebbin,Brandenburg,14.24812391,52.64858771
1395,3352,Letschin,Brandenburg,14.41476498,52.64858972
1396,3353,Genschmar,Brandenburg,14.58140607,52.6485918
1405,3406,Itterbeck,Niedersachsen,6.749286605,52.54855637
